label,elbow_offset,back_lean,wrist_velocity,shoulder_shrug,elbow_flare,neck_angle,rep_phase,k0,k1,k2,k3,k4,k5,k6,k7,k8,k9,k10,k11,k12,k13,k14,k15,k16,k17,k18,k19,k20,k21,k22,k23,k24,k25,k26,k27,k28,k29,k30,k31,k32,k33
0,0.035179853,0.6971506,0,0.24334338,0.035179853,176.39198,1,0.5044541954994202,0.1486406922340393,0.51901775598526,0.11771829426288605,0.48134100437164307,0.10886239260435104,0.5209028124809265,0.16154348850250244,0.4304129481315613,0.144273042678833,0.533276379108429,0.4048868715763092,0.3704462945461273,0.4016210734844208,0.56845623254776,0.7018710970878601,0.3413866460323334,0.7553269863128662,0.6660884618759155,0.6742753386497498,0.4280831515789032,0.7228775024414062,0.5266505479812622,0.9494082927703857,0.4181283116340637,0.9619420766830444,0.5788999199867249,1.0,0.4540662169456482,1.0,0.5709177851676941,1.0,0.48539793491363525,0.9554480910301208
0,0.03701049,0.42699608,3.1238914,0.23505802,0.03701049,178.0173,1,0.5075339078903198,0.1518104523420334,0.5216282606124878,0.11990377306938171,0.4840429425239563,0.11015298962593079,0.5218572020530701,0.15953509509563446,0.4284912943840027,0.1402960866689682,0.53174889087677,0.39459311962127686,0.36773157119750977,0.39640605449676514,0.5687593817710876,0.6888988018035889,0.34133633971214294,0.7582187652587891,0.6619246006011963,0.643036425113678,0.42642754316329956,0.7110581994056702,0.5358651876449585,0.9469223022460938,0.42593851685523987,0.9635983109474182,0.594125509262085,1.0,0.4665292799472809,1.0,0.5891350507736206,1.0,0.5010817050933838,0.9788140058517456
0,0.03359312,1.3689065,2.0892322,0.21511094,0.03359312,179.30795,1,0.5128389596939087,0.15295355021953583,0.5245571732521057,0.12423595786094666,0.4896788001060486,0.11371680349111557,0.5247002840042114,0.16554225981235504,0.43222951889038086,0.1434323638677597,0.532441258430481,0.3806532025337219,0.3687051832675934,0.39502444863319397,0.5660343766212463,0.6718499064445496,0.33886414766311646,0.7767094969749451,0.6588160395622253,0.6221441030502319,0.44922542572021484,0.630207359790802,0.545503556728363,0.9272727966308594,0.43112272024154663,0.9493407011032104,0.5993108749389648,1.0,0.4453105032444,1.0,0.562599778175354,1.0,0.4465608596801758,0.9532206058502197
0,0.035421073,0.16978484,2.1877885,0.22687009,0.035421073,177.6132,1,0.5148871541023254,0.15678437054157257,0.5265246629714966,0.12704603374004364,0.49147647619247437,0.11562000215053558,0.5275049209594727,0.16541722416877747,0.4358043670654297,0.1429063230752945,0.5376347899436951,0.39228731393814087,0.3712693750858307,0.3967915177345276,0.5730558633804321,0.6766561269760132,0.3422616124153137,0.7637571692466736,0.66575026512146,0.6002662181854248,0.4460444450378418,0.622468113899231,0.5392671823501587,0.94313645362854,0.427161306142807,0.9592759609222412,0.6020669937133789,1.0,0.46497687697410583,0.9752822518348694,0.5688348412513733,1.0,0.475277841091156,0.9227343201637268
0,0.03494042,0.2029659,0.14052987,0.22560167,0.03494042,177.38441,-1,0.5146298408508301,0.15676650404930115,0.52641361951828,0.12703870236873627,0.4914490580558777,0.11534610390663147,0.5274299383163452,0.16533029079437256,0.43572837114334106,0.142384335398674,0.5385369658470154,0.39093196392059326,0.3714853525161743,0.39911720156669617,0.5734773874282837,0.672633171081543,0.3416864573955536,0.7668823599815369,0.6649125218391418,0.6016715168952942,0.429076611995697,0.6261125206947327,0.5404846668243408,0.9407463669776917,0.42803147435188293,0.9564153552055359,0.5994985699653625,1.0,0.45800265669822693,0.9728572368621826,0.5663354992866516,1.0,0.46719515323638916,0.9203695058822632
0,0.042411983,0.5055433,5.011189,0.23108718,0.042411983,175.67815,1,0.5187504291534424,0.15423546731472015,0.5312448143959045,0.12473203986883163,0.4949263036251068,0.1127859354019165,0.5338184833526611,0.16611027717590332,0.43775492906570435,0.14165209233760834,0.5492334365844727,0.3971974551677704,0.3717580735683441,0.3976195454597473,0.5916454195976257,0.69642573595047,0.3527986705303192,0.7725601196289062,0.6663393378257751,0.5515596270561218,0.45258083939552307,0.572968065738678,0.544476330280304,0.9363332390785217,0.4252142012119293,0.9485610127449036,0.6054919362068176,0.9969089031219482,0.4586103856563568,0.9590413570404053,0.5717844367027283,1.0,0.4702873229980469,0.9120795726776123
0,0.040282845,2.0822513,1.7440617,0.24264164,0.040282845,173.75871,1,0.5240600109100342,0.15279820561408997,0.5355543494224548,0.12164086103439331,0.4997960329055786,0.11078678071498871,0.5376205444335938,0.16056986153125763,0.4435116648674011,0.14097332954406738,0.5552647113800049,0.4032115042209625,0.3788679838180542,0.4030245840549469,0.5955475568771362,0.6967366337776184,0.3490123748779297,0.7713600993156433,0.6593683958053589,0.5341190099716187,0.41451436281204224,0.6162105202674866,0.5367397665977478,0.9127248525619507,0.4237719476222992,0.9201422929763794,0.5851789712905884,0.9601342082023621,0.46274471282958984,0.9146291017532349,0.5417183637619019,0.9938542246818542,0.46663421392440796,0.8797587156295776
0,0.03806001,1.0005475,1.3394773,0.22842902,0.03806001,175.7507,1,0.5245877504348755,0.15419523417949677,0.5384353399276733,0.12512928247451782,0.5023632049560547,0.11242374777793884,0.5418421030044556,0.16567763686180115,0.44761842489242554,0.13955286145210266,0.5548081994056702,0.3941066563129425,0.38528648018836975,0.4015316367149353,0.5928682088851929,0.6910775303840637,0.35960039496421814,0.7756253480911255,0.6494004130363464,0.5207242369651794,0.41295015811920166,0.549132764339447,0.5458313226699829,0.9081099629402161,0.43504008650779724,0.9185336828231812,0.5794984102249146,1.0,0.45225247740745544,0.9772716164588928,0.5401194095611572,1.0,0.46202707290649414,0.9349006414413452
0,0.040207326,0.8942015,1.8030286,0.24441336,0.040207326,176.47485,1,0.5282150506973267,0.15684354305267334,0.5408560037612915,0.12288852035999298,0.5044288635253906,0.11268369853496552,0.5444132685661316,0.15751110017299652,0.4501288831233978,0.13932372629642487,0.5556443929672241,0.4019244611263275,0.3988933861255646,0.4158768653869629,0.595851719379425,0.6903337836265564,0.36383944749832153,0.7781553268432617,0.6469119787216187,0.5026939511299133,0.3985338509082794,0.5300409197807312,0.547859787940979,0.900682270526886,0.4499552845954895,0.9125235676765442,0.5668863654136658,0.9664331674575806,0.47521352767944336,0.9431324005126953,0.5025935769081116,0.9776709675788879,0.4670974612236023,0.9000985026359558
0,0.040207326,0.8942015,0.0,0.24441336,0.040207326,176.47485,0,0.5282150506973267,0.15684354305267334,0.5408560037612915,0.12288852035999298,0.5044288635253906,0.11268369853496552,0.5444132685661316,0.15751110017299652,0.4501288831233978,0.13932372629642487,0.5556443929672241,0.4019244611263275,0.3988933861255646,0.4158768653869629,0.595851719379425,0.6903337836265564,0.36383944749832153,0.7781553268432617,0.6469119787216187,0.5026939511299133,0.3985338509082794,0.5300409197807312,0.547859787940979,0.900682270526886,0.4499552845954895,0.9125235676765442,0.5668863654136658,0.9664331674575806,0.47521352767944336,0.9431324005126953,0.5025935769081116,0.9776709675788879,0.4670974612236023,0.9000985026359558
